,seed,lr,alpha,beta,full acc,full f1,partial acc,partial f1,best faith,avg certainty,what is og
0,1818,0.01,0.5,0.1,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.8489328449642336,og alpha
1,1818,0.01,0.5,0.2,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.8024081475025898,og alpha
2,1818,0.01,0.5,0.3,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.7384891207959201,og alpha
3,1818,0.01,0.5,0.4,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.670816724364822,og alpha
4,1818,0.01,0.5,0.5,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.6062503251675013,og alpha
5,1818,0.01,0.5,0.6,0.11673151750972763,0.1921708185053381,0.20270270270270271,0.31395348837209297,0.0,0.5511102754924748,og alpha
6,1818,0.01,0.5,0.7,0.3463035019455253,0.16,0.6013513513513513,0.3516483516483516,0.7615531086921692,0.5025587375905063,og alpha
7,1818,0.01,0.5,0.8,0.4591439688715953,0.11464968152866244,0.7972972972972973,0.375,0.8099481165409088,0.4613694317034773,og alpha
8,1818,0.01,0.5,0.9,0.47470817120622566,0.06896551724137931,0.8243243243243243,0.2777777777777778,0.01782602071762085,0.42851296731749094,og alpha
9,1818,0.01,0.5,1.0,0.47470817120622566,0.055944055944055944,0.8243243243243243,0.23529411764705882,0.01782602071762085,0.3969948905948046,og alpha
10,1818,0.01,0.1,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.2992819448983347,og beta
11,1818,0.01,0.2,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.2434898279607296,og beta
12,1818,0.01,0.3,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.2493589815457125,og beta
13,1818,0.01,0.4,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.2890269916403938,og beta
14,1818,0.01,0.5,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.32162268540343725,og beta
15,1818,0.01,0.6,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.35985216901109024,og beta
16,1818,0.01,0.7,0.95,0.47470817120622566,0.04255319148936171,0.8243243243243243,0.1875,0.01782602071762085,0.3982184456812369,og beta
17,1818,0.01,0.8,0.95,0.47470817120622566,0.055944055944055944,0.8243243243243243,0.23529411764705882,0.01782602071762085,0.43162472928698,og beta
18,1818,0.01,0.9,0.95,0.46303501945525294,0.09210526315789473,0.8040540540540541,0.32558139534883723,0.01782602071762085,0.4606612910692756,og beta
19,1818,0.01,1.0,0.95,0.3968871595330739,0.2131979695431472,0.6891891891891891,0.4772727272727271,0.01782602071762085,0.4906590323190431,og beta
20,12905,0.01,0.5,0.1,0.12840466926070038,0.2,0.22297297297297297,0.32748538011695905,0.0,0.5931831622445906,og alpha
21,12905,0.01,0.5,0.2,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.6472864952441808,og alpha
22,12905,0.01,0.5,0.3,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.6369737523633081,og alpha
23,12905,0.01,0.5,0.4,0.10894941634241245,0.19649122807017544,0.1891891891891892,0.3181818181818182,0.0,0.5864205167100236,og alpha
24,12905,0.01,0.5,0.5,0.13229571984435798,0.20071684587813618,0.22972972972972974,0.32941176470588235,4.649162292480469e-06,0.5426905201496305,og alpha
25,12905,0.01,0.5,0.6,0.3657587548638132,0.12834224598930483,0.6351351351351351,0.30769230769230765,0.1537001132965088,0.491538340175474,og alpha
26,12905,0.01,0.5,0.7,0.4708171206225681,0.09333333333333332,0.8175675675675675,0.3414634146341463,0.035760343074798584,0.4539407529943698,og alpha
27,12905,0.01,0.5,0.8,0.47470817120622566,0.06896551724137931,0.8243243243243243,0.2777777777777778,4.649162292480469e-06,0.4198289650517541,og alpha
28,12905,0.01,0.5,0.9,0.4708171206225681,0.014492753623188404,0.8175675675675675,0.0689655172413793,0.01782602071762085,0.38319066005784114,og alpha
29,12905,0.01,0.5,1.0,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.3595742259073902,og alpha
30,12905,0.01,0.1,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.2675802791239442,og beta
31,12905,0.01,0.2,0.95,0.4669260700389105,0.0,0.8108108108108109,0.0,0.01782602071762085,0.21526408608298045,og beta
