,Data,Explainer,# Epochs,Full Runtime,Average Runtime,# Edges
0,50,Beta,50,448.2556345462799,8.965112690925599,50
1,50,GNN,50,1.5993657112121582,0.03198731422424316,50
2,50,Beta,50,119.09454274177551,2.38189085483551,100
3,50,GNN,50,0.3161299228668213,0.006322598457336426,100
4,50,Beta,50,123.21988129615784,2.464397625923157,150
5,50,GNN,50,0.2684016227722168,0.005368032455444336,150
6,50,Beta,50,131.42501616477966,2.6285003232955932,200
7,50,GNN,50,0.25295495986938477,0.005059099197387696,200
8,50,Beta,50,97.63795924186707,1.9527591848373413,250
9,50,GNN,50,0.18535280227661133,0.0037070560455322267,250
10,50,Beta,50,113.46714425086975,2.269342885017395,300
11,50,GNN,50,0.4270970821380615,0.00854194164276123,300
12,50,Beta,50,126.72859978675842,2.5345719957351687,350
13,50,GNN,50,0.29159069061279297,0.00583181381225586,350
14,50,Beta,50,129.19107389450073,2.5838214778900146,400
15,50,GNN,50,0.2942996025085449,0.005885992050170898,400
16,50,Beta,50,128.04575157165527,2.5609150314331055,450
17,50,GNN,50,0.3050100803375244,0.006100201606750488,450
18,50,Beta,50,154.66045880317688,3.0932091760635374,500
19,50,GNN,50,0.3589189052581787,0.007178378105163574,500
20,50,Beta,50,164.5049650669098,3.290099301338196,550
21,50,GNN,50,0.4121365547180176,0.00824273109436035,550
22,50,Beta,50,178.20703673362732,3.5641407346725464,600
23,50,GNN,50,0.47917771339416504,0.0095835542678833,600
24,50,Beta,50,248.72735810279846,4.974547162055969,650
25,50,GNN,50,0.509251594543457,0.010185031890869141,650
26,50,Beta,50,221.19967603683472,4.423993520736694,700
27,50,GNN,50,0.538402795791626,0.01076805591583252,700
28,50,Beta,50,194.31113243103027,3.8862226486206053,750
29,50,GNN,50,0.4412500858306885,0.008825001716613769,750
30,50,Beta,50,151.00791907310486,3.0201583814620974,800
31,50,GNN,50,0.3109872341156006,0.006219744682312012,800
32,50,Beta,50,132.6929428577423,2.6538588571548463,850
33,50,GNN,50,0.23152947425842285,0.004630589485168457,850
34,50,Beta,50,125.92212343215942,2.5184424686431885,900
35,50,GNN,50,0.7674226760864258,0.015348453521728516,900
36,50,Beta,50,121.18666791915894,2.4237333583831786,950
37,50,GNN,50,0.27390003204345703,0.005478000640869141,950
38,50,Beta,50,100.6753077507019,2.013506155014038,1000
39,50,GNN,50,0.20813655853271484,0.0041627311706542965,1000
