,Data,Explainer,# Epochs,Full Runtime,Average Runtime,# Edges
0,unfair,Beta,50,4.266409158706665,0.0853281831741333,100
1,unfair,GNN,50,0.668748140335083,0.013374962806701661,100
2,unfair,Beta,50,4.155361890792847,0.08310723781585694,200
3,unfair,GNN,50,0.5594391822814941,0.011188783645629884,200
4,unfair,Beta,50,3.968090057373047,0.07936180114746094,300
5,unfair,GNN,50,0.4967339038848877,0.009934678077697753,300
6,unfair,Beta,50,4.017505168914795,0.0803501033782959,400
7,unfair,GNN,50,0.7484498023986816,0.014968996047973632,400
8,unfair,Beta,50,4.059248924255371,0.08118497848510742,500
9,unfair,GNN,50,0.8749263286590576,0.017498526573181152,500
10,unfair,Beta,50,4.506061792373657,0.09012123584747314,600
11,unfair,GNN,50,0.9017658233642578,0.018035316467285158,600
12,unfair,Beta,50,4.448025465011597,0.08896050930023193,700
13,unfair,GNN,50,0.8818554878234863,0.017637109756469725,700
14,unfair,Beta,50,4.677955150604248,0.09355910301208496,800
15,unfair,GNN,50,1.0057251453399658,0.020114502906799316,800
16,unfair,Beta,50,4.503042936325073,0.09006085872650146,900
17,unfair,GNN,50,0.9214167594909668,0.018428335189819334,900
18,unfair,Beta,50,4.593129396438599,0.09186258792877197,1000
19,unfair,GNN,50,1.0497682094573975,0.02099536418914795,1000
20,unfair,Beta,50,4.545077085494995,0.0909015417098999,1100
21,unfair,GNN,50,0.82491135597229,0.0164982271194458,1100
22,unfair,Beta,50,4.450676202774048,0.08901352405548096,1200
23,unfair,GNN,50,0.8003365993499756,0.016006731986999513,1200
24,unfair,Beta,50,4.6688196659088135,0.09337639331817627,1300
25,unfair,GNN,50,0.8067770004272461,0.016135540008544922,1300
26,unfair,Beta,50,4.466782331466675,0.08933564662933349,1400
27,unfair,GNN,50,0.8090012073516846,0.016180024147033692,1400
28,unfair,Beta,50,4.637059926986694,0.0927411985397339,1500
29,unfair,GNN,50,0.7938899993896484,0.01587779998779297,1500
30,unfair,Beta,50,4.678987503051758,0.09357975006103515,1600
31,unfair,GNN,50,0.8280062675476074,0.016560125350952148,1600
32,unfair,Beta,50,4.748974084854126,0.09497948169708252,1700
33,unfair,GNN,50,0.8141560554504395,0.01628312110900879,1700
34,unfair,Beta,50,4.592491149902344,0.09184982299804688,1800
35,unfair,GNN,50,0.8050177097320557,0.016100354194641113,1800
36,unfair,Beta,50,4.794130325317383,0.09588260650634765,1900
37,unfair,GNN,50,0.8421614170074463,0.016843228340148925,1900
38,unfair,Beta,50,4.831610441207886,0.09663220882415771,2000
39,unfair,GNN,50,0.8370757102966309,0.016741514205932617,2000
40,unfair,Beta,50,4.857135534286499,0.09714271068572998,2100
41,unfair,GNN,50,0.8175575733184814,0.016351151466369628,2100
42,unfair,Beta,50,4.883358716964722,0.09766717433929444,2200
43,unfair,GNN,50,0.8424768447875977,0.016849536895751954,2200
44,unfair,Beta,50,4.969236612319946,0.09938473224639893,2300
45,unfair,GNN,50,0.8715734481811523,0.017431468963623048,2300
46,unfair,Beta,50,4.961956024169922,0.09923912048339843,2400
47,unfair,GNN,50,0.8435688018798828,0.016871376037597655,2400
48,unfair,Beta,50,4.926668643951416,0.09853337287902832,2500
49,unfair,GNN,50,0.86995530128479,0.0173991060256958,2500
50,unfair,Beta,50,4.983327150344849,0.09966654300689698,2600
51,unfair,GNN,50,0.8017349243164062,0.016034698486328124,2600
52,unfair,Beta,50,4.971174955368042,0.09942349910736084,2700
53,unfair,GNN,50,0.8582644462585449,0.0171652889251709,2700
54,unfair,Beta,50,4.913176536560059,0.09826353073120117,2800
55,unfair,GNN,50,0.8954803943634033,0.017909607887268066,2800
56,unfair,Beta,50,5.214303255081177,0.10428606510162354,2900
57,unfair,GNN,50,0.8790395259857178,0.017580790519714354,2900
58,unfair,Beta,50,5.471660614013672,0.10943321228027343,3000
59,unfair,GNN,50,1.2685596942901611,0.025371193885803223,3000
60,unfair,Beta,50,4.7109293937683105,0.09421858787536622,3100
61,unfair,GNN,50,1.0665621757507324,0.02133124351501465,3100
62,unfair,Beta,50,5.079522132873535,0.1015904426574707,3200
63,unfair,GNN,50,1.153752326965332,0.02307504653930664,3200
64,unfair,Beta,50,4.609646558761597,0.09219293117523193,3300
65,unfair,GNN,50,1.1385200023651123,0.022770400047302245,3300
66,unfair,Beta,50,4.86091160774231,0.0972182321548462,3400
67,unfair,GNN,50,0.9568729400634766,0.019137458801269533,3400
68,unfair,Beta,50,4.786221981048584,0.09572443962097169,3500
69,unfair,GNN,50,1.1571159362792969,0.023142318725585937,3500
70,unfair,Beta,50,4.90710973739624,0.09814219474792481,3600
71,unfair,GNN,50,1.1332755088806152,0.022665510177612303,3600
72,unfair,Beta,50,5.7303056716918945,0.11460611343383789,3700
73,unfair,GNN,50,2.807307720184326,0.056146154403686525,3700
74,unfair,Beta,50,4.938485622406006,0.09876971244812012,3800
75,unfair,GNN,50,1.0495529174804688,0.020991058349609376,3800
76,unfair,Beta,50,4.7007551193237305,0.0940151023864746,3900
77,unfair,GNN,50,1.145637035369873,0.02291274070739746,3900
78,unfair,Beta,50,4.849826335906982,0.09699652671813964,4000
79,unfair,GNN,50,1.1469268798828125,0.02293853759765625,4000
80,unfair,Beta,50,4.86825156211853,0.0973650312423706,4100
81,unfair,GNN,50,1.0746140480041504,0.02149228096008301,4100
82,unfair,Beta,50,5.020277976989746,0.10040555953979492,4200
83,unfair,GNN,50,1.08624267578125,0.021724853515625,4200
84,unfair,Beta,50,4.930020332336426,0.09860040664672852,4300
85,unfair,GNN,50,1.0116472244262695,0.02023294448852539,4300
86,unfair,Beta,50,5.1379475593566895,0.1027589511871338,4400
87,unfair,GNN,50,1.3556199073791504,0.027112398147583008,4400
88,unfair,Beta,50,4.7601258754730225,0.09520251750946045,4500
89,unfair,GNN,50,1.0131144523620605,0.02026228904724121,4500
90,unfair,Beta,50,16.391322374343872,0.32782644748687745,4600
91,unfair,GNN,50,1.2274489402770996,0.024548978805541993,4600
92,unfair,Beta,50,14.492916107177734,0.28985832214355467,4700
93,unfair,GNN,50,1.1599740982055664,0.023199481964111326,4700
94,unfair,Beta,50,14.184051036834717,0.2836810207366943,4800
95,unfair,GNN,50,1.490987777709961,0.029819755554199218,4800
96,unfair,Beta,50,12.335293292999268,0.24670586585998536,4900
97,unfair,GNN,50,1.2961642742156982,0.025923285484313965,4900
98,unfair,Beta,50,18.202835083007812,0.36405670166015625,5000
99,unfair,GNN,50,1.3209025859832764,0.026418051719665527,5000
