,Data,Explainer,# Epochs,Full Runtime,Average Runtime,# Edges
0,25,Beta,50,444.7275366783142,8.894550733566284,50
1,25,GNN,50,2.0808823108673096,0.04161764621734619,50
2,25,Beta,50,118.8551733493805,2.37710346698761,100
3,25,GNN,50,0.27297258377075195,0.005459451675415039,100
4,25,Beta,50,126.24039244651794,2.524807848930359,150
5,25,GNN,50,0.26368045806884766,0.005273609161376953,150
6,25,Beta,50,132.779230594635,2.6555846118927002,200
7,25,GNN,50,0.38956284523010254,0.007791256904602051,200
8,25,Beta,50,97.96289730072021,1.9592579460144044,250
9,25,GNN,50,0.20444011688232422,0.0040888023376464844,250
10,25,Beta,50,112.32383680343628,2.2464767360687254,300
11,25,GNN,50,0.4059591293334961,0.008119182586669922,300
12,25,Beta,50,126.94732213020325,2.538946442604065,350
13,25,GNN,50,0.26232171058654785,0.005246434211730957,350
14,25,Beta,50,128.6904366016388,2.573808732032776,400
15,25,GNN,50,0.3154144287109375,0.00630828857421875,400
16,25,Beta,50,129.08294296264648,2.5816588592529297,450
17,25,GNN,50,0.3093867301940918,0.006187734603881836,450
18,25,Beta,50,155.32059478759766,3.106411895751953,500
19,25,GNN,50,0.4325535297393799,0.008651070594787598,500
20,25,Beta,50,166.03528785705566,3.320705757141113,550
21,25,GNN,50,0.4128584861755371,0.008257169723510743,550
22,25,Beta,50,178.41230607032776,3.5682461214065553,600
23,25,GNN,50,0.5252971649169922,0.010505943298339844,600
24,25,Beta,50,252.32645726203918,5.046529145240783,650
25,25,GNN,50,0.3689694404602051,0.007379388809204102,650
26,25,Beta,50,222.7199318408966,4.454398636817932,700
27,25,GNN,50,0.5823917388916016,0.01164783477783203,700
28,25,Beta,50,199.64867067337036,3.992973413467407,750
29,25,GNN,50,0.3238801956176758,0.006477603912353516,750
30,25,Beta,50,152.5882158279419,3.0517643165588377,800
31,25,GNN,50,0.3306770324707031,0.006613540649414063,800
32,25,Beta,50,139.2250738143921,2.7845014762878417,850
33,25,GNN,50,0.29405927658081055,0.005881185531616211,850
34,25,Beta,50,123.33296084403992,2.466659216880798,900
35,25,GNN,50,0.3139197826385498,0.006278395652770996,900
36,25,Beta,50,124.70523977279663,2.4941047954559328,950
37,25,GNN,50,0.2046961784362793,0.004093923568725586,950
38,25,Beta,50,102.77006244659424,2.0554012489318847,1000
39,25,GNN,50,0.1722126007080078,0.003444252014160156,1000
