Avg Acc,Avg Prec,Avg Rec,Best Acc,Best Prec,Best Rec,Avg Faith,Best Faith,Alpha,Beta,Seed,LR,IDX
0.173883953,0.231367881,0.429233494,0.6,0.666666667,0.857142857,0.989528893,0.993401913,,,0,1.00E-05,1077
0.176416594,0.233684728,0.437068051,0.555555556,0.714285714,0.714285714,0.989398089,0.988002569,,,1,1.00E-05,12188
0.174624672,0.231877097,0.432067806,0.666666667,0.75,0.857142857,0.988969353,0.552042902,,,2,1.00E-05,10878
0.175332519,0.232081259,0.435230861,0.647058823,0.785714286,0.785714286,0.989470263,0.843210131,,,3,1.00E-05,3410
0.175644074,0.232270426,0.437930457,0.6875,0.846153846,0.785714286,0.989362908,0.738074988,,,4,1.00E-05,2301
0.175073415,0.232611011,0.432084732,0.523809524,0.611111111,0.785714286,0.989259991,0.997959567,,,5,1.00E-05,11195
0.173781347,0.229951718,0.432648778,0.666666667,0.75,0.857142857,0.988250397,0.92043332,,,6,1.00E-05,4379
0.17354146,0.23114356,0.429446113,0.666666667,0.909090909,0.714285714,0.989425608,0.720052689,,,7,1.00E-05,8953
0.174413507,0.231805233,0.431670664,0.555555556,0.714285714,0.714285714,0.989592924,0.948345684,,,8,1.00E-05,2643
0.176992994,0.23405827,0.439860048,0.588235294,0.769230769,0.714285714,0.988888615,0.943269603,,,9,1.00E-05,3065
0.177080744,0.234604541,0.437411085,0.588235294,0.769230769,0.714285714,0.988788979,0.860821471,,,10,1.00E-05,10627
0.174819472,0.2317877,0.432606393,0.733333333,0.916666667,0.785714286,0.989349598,0.955772214,,,15,1.00E-05,3571
0.174365512,0.231574332,0.431531161,0.666666667,0.909090909,0.714285714,0.989219724,0.973308917,,,20,1.00E-05,12706
0.174095163,0.231258403,0.431817103,0.733333333,0.916666667,0.785714286,0.98901444,0.964494877,,,25,1.00E-05,10049
0.175112357,0.23202814,0.434995004,0.733333333,0.916666667,0.785714286,0.989114276,0.969096528,,,30,1.00E-05,7302
0.177173706,0.233809585,0.440682704,0.55,0.647058823,0.785714286,0.989065716,0.991923642,,,40,1.00E-05,2627
0.175931062,0.23232697,0.43766151,0.588235294,0.769230769,0.714285714,0.988681394,0.195084333,,,50,1.00E-05,9135
0.175118761,0.232031111,0.432840516,0.5625,0.818181818,0.642857143,0.989223107,0.987868919,,,60,1.00E-05,516
0.17582059,0.231569282,0.439909439,0.619047619,0.65,0.928571429,0.988646472,0.837632179,,,70,1.00E-05,4946
0.174927213,0.232288632,0.433115706,0.5,0.578947368,0.785714286,0.989663468,0.985915925,,,80,1.00E-05,3079
0.17511582,0.231958845,0.435424958,0.611111111,0.733333333,0.785714286,0.988819391,0.424707651,,,90,1.00E-05,11012
0.172775105,0.229596797,0.429205122,0.625,0.833333333,0.714285714,0.989747289,0.822035193,,,100,1.00E-05,11012
0.175851411,0.233476802,0.433609619,0.52,0.541666667,0.928571429,0.989784079,0.937849406,,,200,1.00E-05,4113
0.174021812,0.231111137,0.431067077,0.588235294,0.769230769,0.714285714,0.988763475,0.926968046,,,300,1.00E-05,9135
0.177180599,0.234395833,0.438352364,0.666666667,0.75,0.857142857,0.989348569,0.994299816,,,400,1.00E-05,747
0.174083244,0.230782339,0.432725917,0.65,0.684210526,0.928571429,0.989283779,0.816585124,,,500,1.00E-05,5504
0.177294738,0.234054082,0.43956814,0.666666667,0.75,0.857142857,0.989214086,0.390721977,,,600,1.00E-05,1480
0.174216165,0.231328525,0.432493875,0.625,0.833333333,0.714285714,0.989151667,0.971976599,,,700,1.00E-05,4503
0.17602952,0.234026464,0.433473932,0.588235294,0.769230769,0.714285714,0.988732494,0.556702882,,,800,1.00E-05,10714
0.174862083,0.231688255,0.433127291,0.555555556,0.714285714,0.714285714,0.989160126,0.997546853,,,900,1.00E-05,11118
0.176444024,0.233365027,0.437601228,0.611111111,0.733333333,0.785714286,0.98885105,0.806108057,,,1000,1.00E-05,11357
