Dataset,Run,Explainer,TP,TN,FP,FN,Torch Accuracy,Torch Recall,Torch Precision,Faithfulness,Accuracy,Precision,Recall,Torch F1,F1
75,24,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,25,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,27,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,28,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,29,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,30,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,31,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,32,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,33,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,34,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,35,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,36,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,37,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,38,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,39,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,40,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,41,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,42,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,43,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,44,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,45,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,46,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,47,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,48,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,49,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,50,beta,2,4,0,135,1,1,1,1,0.042553191,1,0.01459854,1,0.028776978
75,14,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,16,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,17,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,18,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,20,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,22,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,23,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,26,beta,1,4,0,136,0.833333313,0.5,1,1,0.035460993,1,0.00729927,0.666666667,0.014492754
75,1,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,2,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,3,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,4,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,5,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,6,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,7,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,8,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,9,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,10,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,11,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,12,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,13,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,15,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,19,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
75,21,beta,0,4,0,137,0.666666687,0,0,1,0.028368794,,0,#DIV/0!,#DIV/0!
