,Data,Explainer,Experiment,# Epochs,Full Runtime,Average Runtime
0,unfair,GNN,0,50,2.784633159637451,0.05569266319274902
1,unfair,GNN,1,50,2.890852451324463,0.05781704902648926
2,unfair,GNN,2,50,4.2985146045684814,0.08597029209136962
3,unfair,GNN,3,50,3.8331923484802246,0.07666384696960449
4,unfair,GNN,4,50,3.2356536388397217,0.06471307277679443
5,unfair,GNN,5,50,2.9401862621307373,0.05880372524261475
6,unfair,GNN,6,50,2.8829219341278076,0.05765843868255615
7,unfair,GNN,7,50,3.4782259464263916,0.06956451892852783
8,unfair,GNN,8,50,2.8553059101104736,0.057106118202209476
9,unfair,GNN,9,50,2.889338254928589,0.05778676509857178
10,unfair,GNN,10,50,2.876671075820923,0.05753342151641846
11,unfair,GNN,11,50,2.5992541313171387,0.05198508262634277
12,unfair,GNN,12,50,2.438596248626709,0.04877192497253418
13,unfair,GNN,13,50,3.188253879547119,0.06376507759094238
14,unfair,GNN,14,50,3.2838551998138428,0.06567710399627685
15,unfair,GNN,15,50,2.6573798656463623,0.053147597312927244
16,unfair,GNN,16,50,2.662982225418091,0.05325964450836182
17,unfair,GNN,17,50,2.8213648796081543,0.056427297592163084
18,unfair,GNN,18,50,3.6887810230255127,0.07377562046051026
19,unfair,GNN,19,50,2.8083724975585938,0.05616744995117187
20,unfair,GNN,20,50,2.8217227458953857,0.05643445491790772
21,unfair,GNN,21,50,4.098910093307495,0.0819782018661499
22,unfair,GNN,22,50,4.518819808959961,0.09037639617919922
23,unfair,GNN,23,50,2.630666494369507,0.052613329887390134
24,unfair,GNN,24,50,2.6449649333953857,0.05289929866790771
25,unfair,GNN,25,50,2.4277632236480713,0.04855526447296143
26,unfair,GNN,26,50,2.784212589263916,0.05568425178527832
27,unfair,GNN,27,50,2.5244369506835938,0.050488739013671874
28,unfair,GNN,28,50,2.468416213989258,0.04936832427978516
29,unfair,GNN,29,50,2.4035942554473877,0.048071885108947755
30,unfair,GNN,30,50,2.6250360012054443,0.05250072002410889
31,unfair,GNN,31,50,2.5064995288848877,0.05012999057769776
32,unfair,GNN,32,50,2.6314659118652344,0.052629318237304684
33,unfair,GNN,33,50,2.8793177604675293,0.057586355209350584
34,unfair,GNN,34,50,2.6375820636749268,0.05275164127349854
35,unfair,GNN,35,50,2.3992979526519775,0.047985959053039554
36,unfair,GNN,36,50,2.557708501815796,0.05115417003631592
37,unfair,GNN,37,50,2.50604248046875,0.050120849609375
38,unfair,GNN,38,50,2.4969797134399414,0.04993959426879883
39,unfair,GNN,39,50,2.6109778881073,0.052219557762146
40,unfair,GNN,40,50,2.426337718963623,0.04852675437927246
41,unfair,GNN,41,50,2.5318617820739746,0.05063723564147949
42,unfair,GNN,42,50,2.6609888076782227,0.053219776153564456
43,unfair,GNN,43,50,2.7021238803863525,0.05404247760772705
44,unfair,GNN,44,50,2.6586074829101562,0.053172149658203126
45,unfair,GNN,45,50,2.812725305557251,0.05625450611114502
46,unfair,GNN,46,50,2.676609516143799,0.053532190322875976
47,unfair,GNN,47,50,2.72147274017334,0.054429454803466795
48,unfair,GNN,48,50,2.7688522338867188,0.055377044677734376
49,unfair,GNN,49,50,2.686840534210205,0.0537368106842041
