,Data,Explainer,Experiment,# Epochs,Full Runtime,Average Runtime
0,50,GNN,0,25,0.0236356258392334,0.000945425033569336
1,50,GNN,1,25,0.03863835334777832,0.0015455341339111327
2,50,GNN,2,25,0.02472829818725586,0.0009891319274902344
3,50,GNN,3,25,0.04728841781616211,0.0018915367126464844
4,50,GNN,4,25,0.031636714935302734,0.0012654685974121094
5,50,GNN,5,25,0.01569676399230957,0.0006278705596923828
6,50,GNN,6,25,0.032867431640625,0.001314697265625
7,50,GNN,7,25,0.030724048614501953,0.0012289619445800782
8,50,GNN,8,25,0.03132438659667969,0.0012529754638671874
9,50,GNN,9,25,0.031193971633911133,0.0012477588653564452
10,50,GNN,10,25,0.04715299606323242,0.0018861198425292969
11,50,GNN,11,25,0.0155792236328125,0.0006231689453125
12,50,GNN,12,25,0.04734015464782715,0.0018936061859130859
13,50,GNN,13,25,0.031594276428222656,0.0012637710571289063
14,50,GNN,14,25,0.0313112735748291,0.001252450942993164
15,50,GNN,15,25,0.03132128715515137,0.0012528514862060547
16,50,GNN,16,25,0.0333101749420166,0.0013324069976806642
17,50,GNN,17,25,0.03031158447265625,0.00121246337890625
18,50,GNN,18,25,0.03126263618469238,0.0012505054473876953
19,50,GNN,19,25,0.03170347213745117,0.0012681388854980469
20,50,GNN,20,25,0.031699180603027344,0.0012679672241210937
21,50,GNN,21,25,0.031272172927856445,0.001250886917114258
22,50,GNN,22,25,0.03130006790161133,0.001252002716064453
23,50,GNN,23,25,0.016133546829223633,0.0006453418731689454
24,50,GNN,24,25,0.04752326011657715,0.001900930404663086
