,Data,Explainer,Experiment,# Epochs,Full Runtime,Average Runtime
0,unfair,Beta,0,50,20.70376992225647,0.4140753984451294
1,unfair,Beta,1,50,26.616414546966553,0.5323282909393311
2,unfair,Beta,2,50,22.323643445968628,0.44647286891937255
3,unfair,Beta,3,50,17.22448420524597,0.3444896841049194
4,unfair,Beta,4,50,17.005517959594727,0.34011035919189453
5,unfair,Beta,5,50,16.885623693466187,0.33771247386932374
6,unfair,Beta,6,50,16.185431718826294,0.32370863437652586
7,unfair,Beta,7,50,21.115406036376953,0.42230812072753904
8,unfair,Beta,8,50,28.272671461105347,0.565453429222107
9,unfair,Beta,9,50,17.22686529159546,0.34453730583190917
10,unfair,Beta,10,50,16.18192958831787,0.3236385917663574
11,unfair,Beta,11,50,15.962922096252441,0.3192584419250488
12,unfair,Beta,12,50,16.2553288936615,0.32510657787323
13,unfair,Beta,13,50,16.87902283668518,0.3375804567337036
14,unfair,Beta,14,50,20.462634801864624,0.4092526960372925
15,unfair,Beta,15,50,27.712790966033936,0.5542558193206787
16,unfair,Beta,16,50,16.48390245437622,0.3296780490875244
17,unfair,Beta,17,50,22.066303253173828,0.44132606506347655
18,unfair,Beta,18,50,17.268235683441162,0.34536471366882326
19,unfair,Beta,19,50,19.149322748184204,0.3829864549636841
20,unfair,Beta,20,50,19.870165586471558,0.39740331172943116
21,unfair,Beta,21,50,17.56232786178589,0.3512465572357178
22,unfair,Beta,22,50,81.29127717018127,1.6258255434036255
23,unfair,Beta,23,50,19.139193058013916,0.3827838611602783
24,unfair,Beta,24,50,18.01244330406189,0.3602488660812378
25,unfair,Beta,25,50,13.08201789855957,0.2616403579711914
26,unfair,Beta,26,50,17.492047548294067,0.34984095096588136
27,unfair,Beta,27,50,20.20621395111084,0.4041242790222168
28,unfair,Beta,28,50,22.90432047843933,0.4580864095687866
29,unfair,Beta,29,50,32.342814445495605,0.6468562889099121
30,unfair,Beta,30,50,19.167367696762085,0.3833473539352417
31,unfair,Beta,31,50,19.004103422164917,0.38008206844329834
32,unfair,Beta,32,50,21.82837438583374,0.4365674877166748
33,unfair,Beta,33,50,20.472793102264404,0.4094558620452881
34,unfair,Beta,34,50,23.513916969299316,0.47027833938598634
35,unfair,Beta,35,50,24.20830488204956,0.4841660976409912
36,unfair,Beta,36,50,34.33008551597595,0.686601710319519
37,unfair,Beta,37,50,19.133310794830322,0.38266621589660643
38,unfair,Beta,38,50,18.159873485565186,0.36319746971130373
39,unfair,Beta,39,50,19.900474309921265,0.3980094861984253
40,unfair,Beta,40,50,17.5720694065094,0.351441388130188
41,unfair,Beta,41,50,19.47332215309143,0.3894664430618286
42,unfair,Beta,42,50,22.94719934463501,0.4589439868927002
43,unfair,Beta,43,50,35.389020919799805,0.7077804183959961
44,unfair,Beta,44,50,24.65994095802307,0.49319881916046143
45,unfair,Beta,45,50,18.514016151428223,0.37028032302856445
46,unfair,Beta,46,50,18.60788631439209,0.3721577262878418
47,unfair,Beta,47,50,18.070175170898438,0.36140350341796873
48,unfair,Beta,48,50,17.743423461914062,0.35486846923828125
49,unfair,Beta,49,50,21.36767864227295,0.427353572845459
